id,lng,lat,name,regnumber,industry,reglocation,businessscope,phonenumber,email,regcapital,regstatus,reginstitute,legalpersonname,approvedtime,estiblishtime,totime,updatetimes,companyorgtype,base,actualcapital,orgapprovedinstitute,orgnumber,branchcount,investcount,comabnoinfo,companybidcount,copyrightregcount,investorcount,empcount,staffcount,comchaninfocount,annurepyear,comabnoinfocount,patentcount,lawsuitcount,bondcount,tmcount,investorlist,stafflist,stafflisttypejoin
788715569,104.9331493,31.95242667,江油市九0三建筑设计有限责任公司,5.11E+14,专业技术服务业,江油市德胜南路87号,"建筑工程设计丙级（凭资质证经营）。销售：装饰装修材料,车辆租赁服务。",18781171818,7546054@qq.com,50,存续,四川省科学城工商行政管理局,范勇,1.45E+12,9.72E+11,1.92E+12,1.48E+12,其他有限责任公司,sc,,,,0,1,0,0,0,15,10,4,6,3,0,0,0,0,0,"郭永谦,任建青,薜琴,韩丽珍,刘炯,蒋弢,王艳,郑群超,周凤梅,李涛,阎树山,魏世亮,王忠,刘永真,四川艺精科技集团有限公司,","张健,王忠,范勇,陈丕恒,","监事 ,董事兼总经理 ,董事长 ,董事 ,"
808917239,104.6772895,31.47034753,绵阳高新区天意电子科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市高新区永昌路136号,电子产品、电子元器件的制造、销售及技术开发服务，货物、技术进出口（法律、法规禁止项目除外，限制项目凭许可证经营）。,2533087,,600,存续,四川省绵阳市工商局高新分局,陈立波,1.40E+12,1.08E+12,1.72E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,9,3,1,2,3,0,7,2,0,1,"陈文胜,钟朝东,冯德珍,罗红梅,李希清,彭俊,钱有志,陈立波,韩会武,","陈立波,","执行董事 ,"
810370520,104.7769179,31.50774746,绵阳市万欣测控技术有限公司,5.10E+14,专业技术服务业,绵阳市游仙区游仙西路89号,传感器、仪器仪表、汽车零配件（国家政策须审批的除外）、电机、塑料制品的生产、销售；环保水处理设备及产品的生产、销售，进出口贸易（国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0816-6283258,624204067@qq.com,800,存续,四川省绵阳市游仙区工商行政管理局,王运生,1.45E+12,9.88E+11,1.62E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,1,2,0,0,0,9,6,2,1,3,0,14,0,0,2,"杨红,冯兰清,王运生,杨朝君,王运金,王运通,赵贵琼,赵玉琼,杨小平,","王运生,杨朝君,","执行董事 ,监事 ,"
814873380,104.705519,31.50470126,绵阳天和机械制造有限公司,5.11E+14,专用设备制造业,绵阳市绵州南路356号,机械制造、加工，电器机电设备销售及维修，五金交电、建筑材料、电子元器件、仪器仪表、电线电缆的销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,0816-2842369,wjj971002@163.com,1000,存续,四川省绵阳市涪城区工商行政管理局,吴建军,1.47E+12,1.12E+12,1.59E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,3,0,2,5,3,0,10,0,0,0,"吴建军,吴祖财,李敏,","李敏,吴建军,","监事 ,执行董事 ,"
830922044,104.3762252,31.61066935,安县中联水泥有限公司,5.11E+14,非金属矿物制品业,安县桑枣镇云丰村一组,水泥、水泥制品、水泥熟料的生产、研发及销售。（凭生产许可证、资质证等相关行政许可经营）,0816-4634009,,25000,存续,四川省绵阳市安县工商行政管理局,唐勇,1.44E+12,1.23E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,2,0,3,4,3,0,0,2,0,0,"四川西南水泥有限公司,中建材联合投资有限公司,","唐勇,王显,潘毅,","执行董事 执行董事 ,总经理 总经理 ,监事 监事 ,"
842337644,104.6914589,31.4649531,绵阳高新区恒奥电子科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳高新区路南工业区,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,0816-2396286,manager@myjch.com,1500,存续,四川省绵阳市工商局高新分局,何俊,1.47E+12,1.11E+12,1.74E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,3,4,3,0,11,0,0,0,"何俊,绵阳市建诚电子有限公司,","何俊,李方辉,彭维正,","董事 ,监事 ,董事 ,"
843868483,104.6543497,31.45237897,绵阳环阳科技有限公司,5.11E+14,研究和试验发展,绵阳市涪城区新皂镇八号路,机械设备的研发、生产、销售，国家允许的进出口贸易。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,0816-2561696,hykj988@126.com,1000,存续,四川省绵阳市涪城区工商行政管理局,舒焕森,1.45E+12,1.15E+12,1.84E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,5,0,2,1,3,0,14,0,0,1,"舒焕森,杨素琼,罗延新,袁彬,肖登成,","舒焕森,罗延新,","执行董事 ,监事 ,"
854931904,104.492664,31.514708,四川安泰消防工程有限责任公司,5.11E+14,建筑安装业,安县工业产业园兴仁园区,消防产品、防火门和防盗安全门及室内门的生产、销售、维修、安装；消防产品技术咨询服务；船用阻燃材料的生产及销售；建筑材料、钢材销售（以上项目不含前置审批或许可项目）。,0816-4323218,876141180@qq.com,5000,存续,四川省绵阳市安县工商行政管理局,杨斌,1.41E+12,1.00E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,3,0,2,8,3,0,0,3,0,1,"杨斌,舒仁泉,罗明华,","杨萍,杨斌,","监事 ,执行董事 ,"
860002376,105.0425811,31.11887249,四川省三台水晶电子有限公司,5.11E+14,计算机、通信和其他电子设备制造业,四川省绵阳三台县北坝镇,人造压电石英水晶材料、光学水晶材料、声表面波水晶材料、人造珠宝水晶、压电石英晶片、光学晶片、声表面波晶片、传感晶片、传感器、传感系统及其它电子元器件、电子产品和本行业所需的机械设备、零配件、原辅材料及技术的研究、开发、生产销售。提供相关技术服务；自营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0816-5334898,smd@stqce.com,3000,存续,四川省绵阳市三台县工商行政管理局,何仁莉,1.46E+12,9.99E+11,1.80E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,3,0,4,0,3,0,21,0,0,0,"杨文富,何仁莉,杨晓萍,","杨文富,陈金灵,周禄雄,何仁莉,","监事 监事 ,董事 董事 ,董事 董事 ,董事长 董事长 ,"
866415352,102.8991597,30.36748094,四川嘉瑞丰科技有限公司,5.11E+14,科技推广和应用服务业,绵阳市涪城区绵安路35号（科技城软件产业园）,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后方可开展经营活动。,0816-6173016,xiany_grateful@163.com,300,存续,四川省绵阳市涪城区工商行政管理局,陈邻,1.47E+12,1.39E+12,2.33E+12,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,3,1,2,19,3,0,1,0,0,2,"陈邻,邹刚,闵雁,","邹刚,陈邻,","监事 ,执行董事 ,"
866665035,102.8991597,30.36748094,四川神龙粮油有限公司,5.11E+14,农副食品加工业,三台县芦溪工业集中区,生产、加工、销售：粮油食品。政策允许的农副产品购销。化肥、糖、酒、副食、百货、日用化工（不含危险品）、五金交电、畜禽饲料销售。停车服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动）,0816-5336720,,5200,存续,四川省绵阳市三台县工商行政管理局,段世发,1.47E+12,1.05E+12,1.60E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,2,0,3,1,3,0,6,0,0,4,"贵用斌,文金华,","吴建伟,陈怀明,段世发,","副总经理 ,监事 ,董事长 ,"
867397195,104.705519,31.50470126,绵阳同辉科技有限公司,5.11E+14,科技推广和应用服务业,绵阳高新区普明南路东段70-98号茗苑,电子产品、新型材料、机械产品、环保设备、化工产品（不含危化品）、大数据、互联网、云计算的技术开发、产品开发、技术服务、技术咨询、产品生产、销售，模具、注塑、钣金产品研发、生产、技术服务、销售，五金交电、家具、日用百货销售，电子产品设备维修及技术服务，文化创意设计，企业管理与咨询服务，货物、技术进出口（法律、法规禁止项目除外，限制项目凭许可证经营）。,13350956370,,1000,存续,四川省绵阳市工商局高新分局,唐成义,1.44E+12,1.37E+12,1.84E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,1,2,4,3,0,0,0,0,0,"毛英慧,毛欣,","毛欣,唐成义,","监事 ,执行董事 ,"
868092360,104.7884705,31.50937553,绵阳市新兴机械有限责任公司,5.11E+14,通用设备制造业,绵阳市游仙经济试验区民泰路18号,无。内燃机及配件、汽车配件、农用机械及配件、机械电器设备及配件的制造、销售，金属材料（不含贵重金属）、建筑材料、五金、交电、化工产品、仪器仪表的销售。,15228777701,,1547.73,存续,四川省绵阳市游仙区工商行政管理局,高于翔,1.40E+12,9.34E+11,2.04E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,3,0,1,1,3,0,0,0,0,1,"张瑞芳,张瑞蓉,高于翔,","高于翔,","执行董事 ,"
950687572,104.7744704,31.45170709,四川长虹电源有限责任公司,5.11E+14,电气机械和器材制造业,四川省绵阳市经济开发区三江大道519号,电源系统（含光伏）方案提供及其生产；电源产品、电池材料、蓄电池、一次电池、工模具、非标准设备的设计、生产、销售、施工；经营本企业自产产品及相关技术的出口、转让业务，本企业生产科研所需的原辅材料、仪器仪表、机械设备、零配件及相关技术的进口业务，本企业的进料加工和三来一补业务。(以上经营范围：国家禁止的不得经营；涉及专项许可事项的，必须取得专项许可后在许可范围和时效内经营，需要资质的在取得资质后凭资质经营)***,0816-2439140,info@changhongbatteries.com,10000,存续,四川省绵阳市工商行政管理局,吴学锋,1.47E+12,8.86E+11,1.83E+12,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,2,0,0,0,1,0,5,0,3,0,63,3,0,0,"四川长虹电器股份有限公司,","王兵,杨兵,吴学锋,任宗贵,汪华聪,","董事 ,董事 ,负责人 ,董事 ,董事 ,"
963027197,102.8991597,30.36748094,四川中物环保科技有限公司,5.11E+14,科技推广和应用服务业,四川省绵阳市绵山路64号（科创园区）,环保技术的开发与服务；环保工程；环保和节能仪器、设备及相关配件的设计、研制、技术服务及销售；国家许可的项目投资。,0816-8023985,ZWHB@caep-ep.com,5000,存续,四川省科学城工商行政管理局,张海,1.47E+12,1.27E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,1,3,0,0,0,4,0,9,5,3,0,11,0,0,3,"张先,四川久远投资控股集团有限公司,四川巍林投资有限公司,四川鑫隆源投资有限公司,","田志强,李浩,张海,张先,顾林,侯春梅,郑祥兵,罗代才,谌戡,","监事 ,副总经理 ,董事长 ,副董事长 ,监事 ,董事 ,董事 ,董事兼总经理 ,监事 ,"
994511848,104.9196101,31.28335433,四川省隆源粮油食品有限公司,5.11E+14,农副食品加工业,三台县芦溪工业集中发展区,大米加工、销售；粮食收购、销售；米、面制品、调味品、干杂、食用油销售；国家政策允许的农副产品购销（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,0816-5666118,61218894@qq.com,800,存续,四川省绵阳市三台县工商行政管理局,文宗泽,1.45E+12,1.27E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,4,3,0,0,0,0,11,"文宗泽,文龙,","文龙,文宗泽,","其他人员 ,董事长 ,"
996895339,102.8991597,30.36748094,四川蓝色港湾科技有限公司,5.11E+14,电信、广播电视和卫星传输服务,绵阳市临园路东段78号福星楼1单元1806号,安全防范工程设计、施工（取得相关资质后方可从事经营）。计算机网络系统工程及软件、硬件、网络系统集成、数字控制系统集成、楼宇自控工程、电子系统工程开发、应用，有线电视网络工程应用软件、监控系统应用软件及其它计算机软件的开发，计算机配件、设备的生产、加工及销售，电子产品、电器产品、通信设备（不含大功率发射装置）、仪器仪表、计量设备、办公设备、机电产品、测绘设备、测量检测设备、文化用品、厨房设备、办公家具、数码产品及外设、音视频电器设备、实验室用机电产品的销售，计算机网络综合布线，智能建筑及机房施工服务，网络信息技术服务，电子产品维修服务，废旧物资的回收及销售，信息技术研发，电子设备、教学设备研发、生产、加工及销售，工程管理服务，规划管理，信息技术咨询服务，企业管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,13696273095,,1300,存续,四川省绵阳市涪城区工商行政管理局,邱宇,1.46E+12,1.19E+12,1.82E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,2,0,0,0,21,3,5,2,5,3,0,0,0,0,0,"刘四川,刘小平,邱宇,","邱宇,刘四川,","执行董事 ,监事 ,"
1006952506,104.4321612,31.66107091,绵阳启明星电力设备有限公司,5.11E+14,电气机械和器材制造业,四川安县工业园区(花荄镇花兴路),电力变压器、高低压线路器材、配电屏、开关柜制造、销售；电力设备检修、改制、调试、校验；五金交电、化工产品（不含危险品）、电器材料、日用杂品销售。,4366555,,6000,存续,四川省绵阳市安县工商行政管理局,蒋际富,1.46E+12,1.04E+12,3.25E+13,1.48E+12,有限责任公司（自然人投资或控股的法人独资）,sc,,,,0,0,0,0,0,1,0,2,9,3,0,11,0,0,1,"四川创科实业有限公司,","杨世明,蒋际富,","监事 ,执行董事 ,"
1017116330,104.7481915,31.51773607,四川省科学城帝威电气有限公司,5.11E+14,电气机械和器材制造业,绵阳市绵山路64号科学城八区民品楼212号,新材料研究，新能源开发，储能技术研究，信息自动化及计算机软硬件，GZP-Y系列交直流电源系统、节能环保发电设备、电力设备及控制系统、高低压电器成套系统、仪器仪表、消防设备、机械化工产品（不含易燃易爆易制毒品）的研发、生产、销售、安装、调试、技术咨询及服务；玻璃建材及现代办公设备的销售，环境治理技术咨询、进出口分销。（以上项目不含前置许可项目，后置许可项目凭许可证或审批文件经营）,0816-2533020,dwpower@126.com,1500,存续,四川省科学城工商行政管理局,李云,1.48E+12,1.14E+12,2.85E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,6,3,29,2,4,3,0,4,4,0,2,"李云,陈超,陈茂斌,","陈超,李云,","监事 ,执行董事 ,"
1030388167,102.8991597,30.36748094,四川荣丰电子有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市游仙区游仙路300号,电子产品及配件、五金配件的生产、销售及售后服务，机械加工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,15397781063,474242159@qq.com,600,存续,四川省绵阳市游仙区工商行政管理局,唐子琴,1.46E+12,1.38E+12,2.33E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,22,2,5,3,0,0,0,0,2,"杨华,唐子琴,","杨华,唐子琴,","监事 ,执行董事 ,"
1031769185,104.677705,31.473927,四川长虹空调有限公司,5.11E+14,建筑安装业,绵阳高新区绵兴东路35号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,0816-2410135,CHKT@changhong.com,20000,存续,四川省绵阳市工商局高新分局,李伟,1.47E+12,1.23E+12,1.86E+12,1.48E+12,其他有限责任公司,sc,,,,0,6,0,4,0,1,2,5,6,3,0,189,6,0,6,"合肥美菱股份有限公司,","李伟,杨兵,张晓龙,吴定刚,滕光胜,","董事长 ,董事 ,董事 ,董事 ,监事 ,"
1041371609,104.705519,31.50470126,绵阳虹瑞科技有限公司,5.11E+14,仪器仪表制造业,北川羌族自治县永昌镇山东产业园区,光学材料、灯具、城市及道路照明系统、钣金件、工业和楼寓自动化控制系统、企业信息、管理系统、仪器、仪表、电子产品、新材料的开发、加工、制造、销售、服务；货物和技术的进出口业务（国家限制和禁止的除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,0816-4892398,740570543@qq.com,500,存续,四川省绵阳市北川县工商行政管理局,吴永刚,1.46E+12,1.38E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,6,3,0,6,0,0,0,"郭龙,曹敏,","谢艳,吴永刚,","监事 ,执行董事 ,"
1041529417,104.6158503,31.45722488,绵阳市恒义机械制造有限公司,5.11E+14,汽车制造业,绵阳高新区磨家镇黄连咀村三社,机械制造、加工；汽车零部件制造、销售（涉及行政许可事项的，需取得相关许可证后方可经营），指机动车辆及其车身的各种零配件的制造，货物、技术进出口（法律、法规禁止项目除外，限制项目凭许可证经营）。,18681614660,mianyanghengyi@163.com,300,存续,四川省绵阳市工商局高新分局,梁发义,1.47E+12,1.23E+12,1.55E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,1,3,0,0,0,0,1,"梁发义,曹晓琼,","梁发义,曹晓琼,","董事 ,监事 ,"
1050966558,104.705519,31.50470126,四川绵阳瑞晨汽车零部件有限公司,5.11E+14,汽车制造业,安县花荄镇工业园,机动车配件制造、销售；机动车尾气催化净化器和消声器的研发、制造、销售；及其上述相关产品和技术的进出口业务(以上项目属国家限制、禁止和需要前置审批的除外)。,18142559346,1044234068@qq.com,1200,存续,四川省绵阳市安县工商行政管理局,陈美华,1.45E+12,1.26E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,3,1,3,4,3,0,0,0,0,0,"陈美华,杨梅,四川绵阳华元航升环保科技有限公司,","杨梅,胡长青,陈美华,","监事 ,总经理 ,执行董事 ,"
1052299117,104.2583414,31.96252731,北川天讯新材料有限公司,5.11E+14,计算机、通信和其他电子设备制造业,北川羌族自治县永昌镇（北川-山东产业园）,导电银布及新型导电纤维、导电涂料及电磁屏蔽涂料、LED照明、导电布的深加工、电磁屏蔽备件的生产、研发、销售；商品及技术进出口业务，覆铜板的研发、生产、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,13881149478,54504606@qq.com,2000,存续,四川省绵阳市北川县工商行政管理局,朱焰焰,1.44E+12,1.26E+12,3.25E+13,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,1,0,0,0,1,0,2,6,3,0,4,3,0,0,"天诺光电材料股份有限公司,","王文华,朱焰焰,","监事 ,执行董事 ,"
1054140651,102.8991597,30.36748094,四川浩康科技有限公司,5.11E+14,科技推广和应用服务业,绵阳高新区普明南路东段95号,安全技术与装备、专用设备、特种设备及仪器的设计、研制、生产、销售，化工材料（不含危化品）、激光材料研发、生产，技术开发、咨询、转让，材料分析测试，机电设备安装、维护。,13458005948,hkgs@haokangkeji.com,2000,存续,四川省绵阳市工商局高新分局,李波涛,1.45E+12,1.39E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,1,0,2,3,3,0,0,0,0,1,"四川省科学城海天实业有限公司,","李波涛,吴仕松,","董事长 ,监事 ,"
1056263739,102.8991597,30.36748094,四川鑫鼎新材料有限公司,5.11E+14,金属制品业,江油市三合镇羊河村八组,制造、销售：高速列车安装轨、磁浮列车供电轨、锻件、铸件、路桥装置用各类型钢材料、离心铸管、双(多)金属复合板。销售：建筑材料、机电产品(不含汽车)、化工产品(不含危险化学品)。经营本企业自产产品及相关技术的出口业务；经营本企业生产科研所需的原辅材料、机电设备、零配件（国家限定公司经营和国家禁止进出口的商品及技术除外）。,0816-3516375,,10000,存续,四川省绵阳市工商行政管理局,韩大京,1.45E+12,1.31E+12,1.96E+12,1.48E+12,有限责任公司(台港澳与境内合资),sc,,,,0,1,0,0,0,5,0,8,2,3,0,34,0,0,1,"姚文军,四川鑫源型钢钢管有限公司,上海一润投资管理中心（有限合伙）,江油旺鑫投资管理中心（有限合伙）,莎金投资有限公司,","周志军,张浩,刘彤彤,姚文军,鲍善勤,韩大京,张雄姿,罗宗立,","董事 ,监事 ,董事 ,监事 ,董事 ,董事兼总经理 ,董事 ,监事 ,"
1058268769,104.705519,31.50470126,绵阳艺精防辐射科技有限公司,5.11E+14,研究和试验发展,江油市德胜南路87号,核设施退役与放射性废物治理；核环境恢复与治理；环境、辐射检测与去污、防护技术和设备的开发以及上述领域的技术服务；汽车租赁服务（不带操作人员）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,0816-3620337,g77cq@163.com,100,存续,四川省绵阳市江油市工商行政管理局,邓幼宁,1.47E+12,1.32E+12,2.90E+12,1.47E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,0,0,0,0,1,0,4,3,3,0,0,0,0,0,"四川艺精科技集团有限公司,","黄鹤翔,魏彦波,邓幼宁,乔录成,","董事兼总经理 ,监事 ,董事长 ,董事 ,"
1063238039,104.3459077,31.45319419,绵阳启明星磷化工有限公司,5.11E+14,化学原料和化学制品制造业,安县河清镇宝华村,黄磷、磷酸、赤磷、三氯化磷、三氯硫磷、五硫化二磷、三聚磷酸钠、六偏磷酸钠、磷泥酸、磷铁、甲酸、甲酸钠、甲酸钾、磷酸钠盐制造、销售；化肥级磷酸一、二铵、磷酸二氢钾、磷酸脲制造、销售；食品添加剂磷酸(磷酸、三聚磷酸钠、磷酸一、二铵、磷酸二氢钾、六偏磷酸钠)制造、销售；日用杂品、化工产品(不含危险品)销售；机电修理；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原材料及技术的进口业务(国家限定公司经营或禁止进出口的商品及技术除外),0816-4563138,57851808@qq.com,8000,存续,四川省绵阳市安县工商行政管理局,陈大强,1.47E+12,1.01E+12,3.25E+13,1.48E+12,其他有限责任公司,sc,,,,0,0,0,0,0,2,0,8,10,3,0,17,0,0,2,"绵阳启明星集团有限公司,鄂州兆恒矿业有限公司,","王辉,李燕,陈大强,黎宁,彭永,杨汝燕,柳景森,熊道顺,","董事 ,董事 ,董事长 ,监事 ,董事兼总经理 ,董事 ,其他人员 ,监事 ,"
1066725187,102.8991597,30.36748094,四川杰邦科技有限公司,5.11E+14,科技推广和应用服务业,绵阳市游仙经济试验区一号路中段,"电器及汽车饰品的新工艺、新技术的开发、转让、咨询、服务及相关产品制造、销售；金属及非金属材料加工；装饰材料技术研发、制造、销售；表面着色材料和图纹成形技术的研发应用与产品制造、销售；花卉、苗木种植、销售；家禽养殖、销售。（以上经营范围不含前置许可项目,依法需经相关部门批准的，凭其批准文件经营）",0816-2283555,office@sinojbst.com,500,存续,四川省绵阳市游仙区工商行政管理局,韩玉平,1.40E+12,1.40E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,3,0,2,0,2,0,4,0,0,0,"蔡晓虹,韩玉平,韩玉贵,","蔡晓红,韩玉平,","监事 ,执行董事 ,"
1066888772,104.705519,31.50470126,绵阳市鑫祥环保科技有限责任公司,5.11E+14,专用设备制造业,安县花荄镇工业园,环保技术研发及技术咨询服务（不含金融、证券、保险、融资性担保等金融业务）；汽车零配件、摩托车零配件、发动机装备及零配件制造、销售；塑料制品、橡胶制品、电子产品、发动机销售；有色金属加工、销售；汽车座椅的研发、生产、销售。(国家禁止和限制生产经营的除外),0816-4466909,zuojiang.99@163.com,5000,存续,四川省绵阳市安县工商行政管理局,嘉云强,1.46E+12,1.28E+12,1.91E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,3,0,2,1,3,0,1,0,0,0,"左莉,刘琛,申国秀,","左江,嘉云强,","监事 ,执行董事 ,"
1067016333,104.697983,31.495801,绵阳流能粉体设备有限公司,5.11E+14,专用设备制造业,绵阳科创园区财元路5号,粉碎设备生产、销售、安装及粉碎处理服务；机械零配件的生产、销售；环保设备的生产、销售；电气自动控制设备的生产、销售；进出口贸易（国家限定公司经营或禁止进出口的商品及技术除外）。,0816-6283675,MYLNPE@126.COM,800,存续,四川省绵阳市工商行政管理局,张巧绵,1.46E+12,1.14E+12,1.88E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,1,0,0,0,3,9,1,0,3,0,7,0,0,1,"朱文清,张苏娟,张巧绵,","张巧绵,","执行董事 ,"
1074179554,104.705165,31.46891714,四川九洲空管科技有限责任公司,5.11E+14,科技推广和应用服务业,绵阳科创园区九洲大道255号,企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。,0816-2469730,zhglb@jzkgkj.com,15000,存续,四川省绵阳市工商行政管理局,程旗,1.48E+12,1.29E+12,3.25E+13,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,0,1,0,0,41,1,19,8,4,3,0,150,0,0,0,"四川九洲电器股份有限公司,","张斌,刘志刚,任敏,孙仲,童波,程旗,贾必明,罗莲怡,","董事兼总经理 董事兼总经理 ,董事 董事 ,监事 监事 ,董事 董事 ,监事 监事 ,董事长 董事长 ,董事 董事 ,监事 监事 ,"
1083689810,102.8991597,30.36748094,四川知觉科技有限公司,5.11E+14,科技推广和应用服务业,绵阳市科教创业园区西南科技大学国家大学科技园,机器知觉软件系统的研发、生产、销售、技术开发和技术服务，自营货物及技术进出口业务（国家限制和禁止的项目或技术除外），企业管理培训（不含学历教育及职业技能培训）、企业形象设计、组织文化艺术交流活动 。,0816-6080996,1181592577@qq.com,500,存续,四川省绵阳市工商行政管理局,乐莉,1.45E+12,1.35E+12,3.25E+13,1.47E+12,其他有限责任公司,sc,,,,0,0,0,0,2,2,0,2,3,2,0,0,0,0,0,"绵阳西南科技大学国家大学科技园有限公司,绵阳铁牛科技有限公司,","杜斌,乐莉,","监事 ,执行董事 ,"
1096526103,102.8991597,30.36748094,四川昊吉科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市涪城区塘汛镇洪恩村,电子产品的研发、生产及销售；金属表面处理及加工；机械设备、五金零配件的生产及销售；建筑材料、钢材（限专业市场内）的销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)***,0816-2842001,49346506@qq.com,500,存续,四川省绵阳市工商行政管理局,邓玄,1.42E+12,1.37E+12,2.00E+12,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,0,2,5,3,0,4,0,0,0,"邓玄,刘东,","刘东,邓玄,","监事 ,执行董事 ,"
1115387535,102.8991597,30.36748094,四川梓冠光电科技有限公司,5.11E+14,计算机、通信和其他电子设备制造业,绵阳市经开区三江大道北段39号,通信设备（不含大功率发射装置）、光电器件及耗材的研发、生产、销售，计算机软硬件的开发，网络技术服务，货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动）***,15308339960,3082676038@qq.com,300,存续,四川省绵阳市工商行政管理局,唐娟,1.44E+12,1.43E+12,3.25E+13,1.48E+12,有限责任公司(自然人投资或控股),sc,,,,0,0,0,0,0,2,3,2,1,1,0,12,0,0,1,"唐娟,梁联长,","唐娟,梁联长,","执行董事 ,监事 ,"
1139410358,104.7481915,31.51773607,四川省科学城海天实业有限公司,5.11E+14,批发业,绵阳市绵山路64号化材所内,精细化工产品、高分子材料及塑料制品、新材料、化工材料、荧光材料、电子产品的研发、生产及技术服务，安全应急技术与产品的研发、生产及销售，环境检测服务，环保技术与设备服务，各种光电源、核电产品及配套件销售；文物保护材料与装备的研发、生产、销售及技术服务；机电设备安装工程、机械设备租赁、机械加工制造、机电产品研发及服务；技术开发、技术转移；软件开发与销售。,2491634,522764104@qq.com,6500,存续,四川省科学城工商行政管理局,习彦,1.45E+12,8.84E+11,3.25E+13,1.48E+12,有限责任公司（非自然人投资或控股的法人独资）,sc,,,,2,5,0,2,3,1,0,3,8,3,0,12,0,0,5,"中国工程物理研究院化工材料研究所,","袁秀兰,梁廷军,习彦,","监事 ,总经理 ,执行董事 ,"
